,DSI_Title,Text
31,Big_Lebowski_1.docx,"""The Big Lebowski"" is about an attitude, not a story. It's easy to miss that, because the story is so urgently pursued. It involves kidnapping, ransom money, a porno king, a reclusive millionaire, a runaway girl, the Malibu police, a woman who paints while nude and strapped to an overhead harness, and the last act of the disagreement between Vietnam veterans and Flower Power. It has more scenes about bowling than anything else.



This is a plot and dialogue that perhaps only the Coen Brothers could have devised. I'm thinking less of their clarity in ""Fargo"" and ""No Country for Old Men"" than of the almost hallucinatory logic of ""Raising Arizona"" and ""The Hudsucker Proxy."" Only a steady hand in the midst of madness allows them to hold it all together--that, and the delirious richness of their visual approach.



Anyone who cares about movies must surely have heard something about the plot. This is a movie that has inspired an annual convention and the Church of the Latter-Day Dude. Its star, Jeff Bridges, has become so identified with the starring role that when he won the 2010 Oscar for Best Actor, Twitterland mourned that his acceptance speech didn't begin with, ""The Dude Abides."" These words are so emblematic that they inspired a book title, The Dude Abides: The Gospel According to the Coen Brothers, by Cathleen Falsani. This is a serious book, though far from a dreary theological work.



The Dude is Jeff Lebowski, an unemployed layabout whose days are spent sipping White Russians and nights are spent at the bowling alley. There is always a little pot available. He has a leonine mane of chestnut hair, a shaggy goatee, and a wardrobe of Bermuda shorts, rummage sale shirts, bathrobes and flip-flop,. He went to Woodstock and never left. He lives in what may be the last crummy run-down low-rent structure in Malibu. Trust the Dude to find it.



It is widely known that the Dude was inspired by a real man named Jeff Dowd, a freelance publicist who was instrumental in launching ""Blood Simple"" (1984), the first film in the Coen canon. I have long known Jeff Dowd. I can easily see how he might have inspired the Dude. He is as tall, as shaggy and sometimes as mood-altered as Jeff Lebowski, although much more motivated. He remembers names better than a politician, is crafty in his strategies, and burns with a fiery zeal on behalf of those films he consents to represent.



In the film, Jeff Lebowski tells the millionaire's daughter (Julianne Moore) that in his youth he helped draft the Port Huron Statement that founded Students for a Democratic Society, and was a member of the Seattle Seven. In real life Jeff Dowd was indeed one of the Seattle Seven, and remains so militant that at Sundance 2009 he took a punch the jaw for insisting too fervently that a critic see ""Dirt,"" an ecological documentary Dowd believed was essential to the survival of the planet. True to his credo of nonviolence, the Dude did not punch back."
32,LOTR_1.docx,"In THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING, our hero, Frodo Baggins (Elijah Wood), is a Hobbit on a quest to return a powerful ring to the place where it was created, so it can be destroyed. A great wizard called Gandalf (Ian McKellen) has told him that the ring can be the source of great evil. But, of course, this makes it highly sought after by all kinds of scary folks, so Frodo is in for more than his share of thrilling and terrifying adventures. He bands together with heroes from all around Middle Earth to travel to the evil land of Mordor to destroy the ring.

Somewhere, there are future Hollywood directors who will tell magazine feature writers that they first decided to make movies as they watched this film; it's that good. The Lord of the Rings: The Fellowship of the Ring is a once-in-a-generation, not since Star Wars, transcendent reminder of why we tell stories, why we have imagination, and why we must go on quests to test our spirits and heal the world. And it's a story that invites us into a fully realized world with many different civilizations, all so thoroughly imagined that we don't only believe that they each have complete languages, but that they have dictionaries, histories, mythologies, schools, music, and poetry. Peter Jackson, who directed and co-wrote the script, has created a movie that seems astonishingly inventive and new and at the same time somehow seems as though it always existed inside us. Every detail, from the tiniest plant to the hugest battle, is exactly, satisfyingly right. The bad guys, all thundering hooves and billowing capes, seem to have come from the core of every nightmare since the world began. All three movies in the series were shot at once, so his singular vision can carry us through to the end.

A couple of caveats -- like Harry Potter, Frodo is a character who is more interesting on the page, where we can share his thoughts, than in a movie, where he is primarily called upon to look amazed, scared, or sad. And like Harry Potter, there were benefits to producing a series of films at the same time (continuity, commitment to getting all of the details right), but some drawbacks, too. So, we get glimpses of people who will be important later but now are somewhere between placeholders and distractions.

Families can talk about why only Frodo seems immune to the ring's power to corrupt even honorable, wise, and powerful people in The Lord of the Rings: The Fellowship of the Ring, as well as the notion that ""even the smallest person can change the course of the earth.""

If you were going to form a fellowship for a grand quest, who would you want to be in it?

How do you think the film adaptation compares with Tolkein's book?

How do the characters in The Lord of the Rings: The Fellowship of the Ring demonstrate teamwork, perseverance, and courage? Why are these important character strengths?"
33,Cats_3.docx,"‘Cats’ Review: They Dance, They Sing, They Lick Their Digital Fur

It is tough to pinpoint when the kitschapalooza called “Cats” reaches its zenith or its nadir, which are one and the same. The choices are legion: Judi Dench gliding in as Old Deuteronomy, a Yoda-esque fluff ball with a huge ruff who brings to mind the Cowardly Lion en route to a drag ball as Queen Elizabeth I; the tap dancing Skimbleshanks (Steven McRae), dressed, unlike most of the furries — in red pants and suspenders, no less — leading a Pied Piper parade; or Taylor Swift, as Bombalurina, executing a joyless burlesque shimmy after descending on the scene astride a crescent moon that ejaculates iridescent catnip.

Certainly Hooper has made a robust effort, as suggested by all the busy leaping, pirouetting, stretching, caterwauling and meowing. To help make the transition to the screen he’s enlisted some talented performers to slink and sing, including Francesca Hayward, a principal dancer for the Royal Ballet making her movie debut as Victoria. The original musical involves a clowder of cats with its own lingo (“Jellicle”) that convenes on the night one is chosen to be reborn. This cat Christ element remains in the movie, which was written by Hooper and Lee Hall. But now the focus has shifted to Victoria, an abandoned kitty who sets off on a heroic journey amid swishing tails, bumping heads and hisses.



Transposing “Cats” to the screen was always going to be difficult, particularly once the decision was made to create a live-action version rather than an animated one. Traditional theater depends on the viewer’s going along with a very delicate balance of reality and unreality that comes when viewers breathe the same air and share the same space as live actors; movies create a different reality effect or, if you insist, magic. Part of the pleasure of theater (if you’re a partisan) is this human factor; but without the presence of hard-working troupers in fun fur in this “Cats,” all that’s left are canned images of fit-looking people meowing and raising their rumps high in the air.

 

The bobbing butts have their obvious appeal. But Hooper’s mistake is that he’s tried to class up the joint. What a blunder! In feline terms, this is a movie without epic hairballs, without rear-end sniffing, without a deep, wounding scratch. Instead the movie tamps down and tidies its innate strangeness, cutting carefully loose only in its more comic numbers. By far the best in show in this respect are James Corden, wittily frolicking amid trash as Bustopher Jones; and Rebel Wilson, whose spoiled Jennyanydots leads a Busby Berkeleyesque jaw-dropper with a warbling (quavering) company of mice and a parade of high-stepping, kaleidoscopically trained cockroaches.

Generally, Hooper pulls away from loony-tunes excess, tries for sexy rather than freaky, and plucks at heartstrings, a reflex that pulls the story into mawkishness, particularly when he cuts to Victoria. Hayward is a lovely, supple dancer, who brings some depth to her character purely through movement. Here, though, her face mostly conveys blurred yearning and all those close-ups suggest a director struggling to get more from an actor. It’s too bad that no one seems to have thought through the semiotics of Victoria’s chalky white cat face, given that Hayward is of mixed race and that the heavy is Idris Elba’s predatory Macavity. Elba seems to be having a fine time, but come on!"
34,Matrix_2.docx,"AB

Document 2

Title: 19 Things The Matrix Predicted About Life in 2019

Authors: Vulture Editors

Source/Date: Vulture, Feb. 8, 2019

URL: https://www.vulture.com/2019/02/what-the-matrix-predicted-about-life-in-2019.html

Document 2



In an era when the president’s lawyer can go on TV and splutter, “Truth isn’t truth!” as if it’s something everyone should know, The Matrix is omnipresent. It’s not that the film was prescient. It didn’t anticipate our world. But it anticipated — and probably created — a new way of viewing that world. Since 1999, the real world has provided ample opportunity for people to turn The Matrix into the foundational text of a frighteningly thorough and self-adoring denial of whatever was in front of their noses, which roughly translates as, Reality is fake and I don’t have to listen to anyone about anything (plus maybe I know karate despite never having studied it). The Matrix concocted the perfect one-size-fits-all combination of flattery, paranoia, anti-corporate wokeness, libertarian belief in the primacy of the individual, and ideologically nonspecific anger at the system: a “Wake up, sheeple!” for its era and, even more, for ours. We live, today, in the anti-reality world The Matrix built.



In his 2001 paper “Are You Living in a Computer Simulation?,” Oxford University philosopher Nick Bostrom — who, funny enough, had not yet seen The Matrix when he wrote it — posited that if humanity does become capable of creating a Matrix-like simulation of reality, it will create many of them — meaning there would be lots of simulated realities and only one non-simulated one, in which case maybe it’s more likely than not that we’re living in a simulation right now.



Is Elon Musk the real-life Neo? A former Tesla exec says he’s the One: “Watch The Matrix. Elon is Neo. He sees these zeroes and ones.” Musk himself says there’s only a “one in billions chance” that we aren’t living in a simulation, and he may have hired scientists to try to break us out. But he also owns a company called Neuralink that seeks to connect human brains to computers, which is a little Agent Smith–y.



Kanye has called The Matrix “the Bible of the post-information age” and said, “When the hundred guys come at Neo, those are opinions, that’s perception, that’s tradition … If you have a focus wide and master senseis like Laurence Fishburne and you have a squad behind you, you literally can put the world in slow motion.” Also, he claims to be writing a philosophy book called Break the Simulation, he got the Kardashians to wear tiny sunglasses, and the sweatshirts and bomber jackets from his Yeezy Season 1 fashion line looked like dead stock from the store rooms of the Nebuchadnezzar.



Alex Jones, who says reality “is already an A.I. system that made the decision to have a post-human world, and Trump has jumped in with some others and they’re saying, ‘No, we’re not doing it,’ at the elite level.”"
35,Interstellar_3.docx,"Interstellar review



Interstellar takes place in a near future that harkens back to the recent past — like the 1950s Midwest or maybe the Dust Bowl, but with laptops and drones. There’s very little exposition; through telling details and offhand comments, you get the sense that there’s been an environmental disaster followed by a famine, and that humanity has scaled back its ambitions to bare subsistence. People farm corn — the one crop left unravaged by blight — watch baseball games in half-empty stands, and flee towering haboob dust storms announced by air raid sirens.



Matthew McConaughey plays Cooper, a NASA pilot who has turned to farming — like everyone else at the time, an odd cut to faux-documentary footage informs us. He lives in a ramshackle house, complaining to his father (John Lithgow) about humanity’s diminished horizons and doting on his daughter Murph, played by Mackenzie Foy with a believably teenage mix of mischief and exasperation.



McConaughey eventually leaves Foy and Earth behind to scout out a new home for for the human race, but it’s their relationship that grounds the movie. As action-filled as Nolan’s films are, they can sometimes feel abstract, like symbolic sublimations of some offscreen mental trauma. 



Interstellar features some of the most beautiful images of space I’ve seen on film. Space feels vast, with the spinning white vessel often relegated to a corner of the screen or lost against the rings of Saturn. The depiction of a wormhole accomplishes the seemingly impossible and makes, well, nothingness look dazzling, as light slides and warps around it like water off a bubble of oil. The black hole is even more amazing. Present throughout the movie, it’s in these lingering shots of a tiny spacecraft floating through the galaxy that the influence of Kubrick’s Space Odyssey is most clearly felt.



Not that it’s all languorous drifting through the galaxy. Nolan has a genius for landscape-scale action sequences, and the planets, with their alien weather and gravity, give him ample opportunity to stage them. The camera races and plunges and, especially in IMAX, creates classic theme-park pit-of-your-stomach thrills. There are gigantic waves, frozen clouds, and other dangers that feel threatening despite looking totally surreal.



The biggest danger the shuttle crew faces, however, is time. Time isn't just running out — it's compressing and stretching as they travel through space. The Nolans use relativity to create some original and urgent crises as the shuttle crew figures out how to best spend their shifting time. Time is a resource, like food or water, Hathaway warns. The time differential between the crew and those they left behind also gives rise to the movie’s most melancholy scenes. In this respect it feels less like Space Odyssey and more like Homer’s Odyssey, with McConaughey getting detained and delayed as time passes and things go wrong back home.



There’s always the question with Nolan of what it all means. His movies tempt you to demand a thesis, partly because his characters always seem to be grasping for one. They talk almost aphoristically about the human condition, ghosts, time, evil, love, and other heavy but abstract things, and they quote Dylan Thomas a few too many times. Ultimately I took the grander bits of dialogue as thematic signposts, telling you to keep your head at the level of death and humanity and time but not meaning much in themselves.



Which is fine. The movie is most powerful when it’s at its least abstract — when it’s working through the messy decisions and sacrifices that actual interstellar travel would entail, finding dramatic potential in the laws of physics. Interstellar is sometimes confusing, melodramatic, and self-serious, but Nolan managed to make a space epic on a human scale."
36,Big_Short_2.docx,"It sounds like a horror show: a doomsday epic about the 2008 financial crisis and the Wall Street wolves who got rich off it. Gone were the homes, jobs and savings of average Joes. But wait. As directed and written by Adam McKay – the dude behind Anchorman and other giddy hits with Will Ferrell, his partner on the website Funny or Die – The Big Short is hunting bigger game. I’d call it a Restoration comedy for right the fuck now, a farce fueled by rage against the machine that relentlessly kills ethics, and a hell of a hilarious time at the movies if you’re up for laughs that stick in your throat.

Based on the nonfiction bestseller by Michael Lewis, The Big Short is brilliantly constructed by McKay to hit where it hurts. A terrific Christian Bale pulls you right in as Michael Burry, an eccentric neurologist-turned-money-manager who pads around barefoot in his San Jose office, fiddling with his glass eye and banging drums. It’s Burry who figures out that those subprime home loans the banks hand out to bad credit risks are a disaster in the making.



Wall Street fat cats dismiss Burry as a crank. But not Jared Vennett (Ryan Gosling), a Deutsche Bank dealmaker who relishes Burry’s idea to bet against the banks by shorting home loans that are bound to default. Gosling, a virtuoso of verbal sleaze, talks directly to the camera, and he’s volcanically fierce and funny. It’s Vennett who intensifies the big short by partnering with Mark Baum (Steve Carell), a hedge-fund manager who runs FrontPoint, a subsidiary of Morgan Stanley. Baum is a hardass. But he knows a good deal when it gets a thumbs-up from his trio of number crunchers (Rafe Spall, Hamish Linklater and Jeremy Strong). Baum is also the only character in the film with a working conscience. Carell is just tremendous, following his Oscar-nominated turn in Foxcatcher with a performance of comic cunning and shocking gravity. Likewise, Brad Pitt finds the disgust in Ben Rickert, a banker who’s paying for his sins by helping the environment – that is, until he uses two young money managers (Finn Wittrock and John Magaro) to bite the hand that fed him.



Camera maestro Barry Ackroyd helps McKay keep the plot in a perpetual spin. When it sails over your head – and it will – McKay drops in celeb explainers, including Selena Gomez, Anthony Bourdain and Margot Robbie. Are you more likely to understand CDOs if a naked Robbie explains them in a bubble bath? Probably not. But who’s complaining? McKay dares greatly by couching his anger in a slapstick tragedy that makes us wish we could see every character in it behind bars. Does the risk pay off? Bet on it."
37,Inception_2.docx,"The story can either be told in a few sentences, or not told at all. The movie is all about process, about fighting our way through enveloping sheets of reality and dream, reality within dreams, dreams without reality. 

Like the hero of that film, the viewer of ""Inception"" is adrift in time and experience. We can never even be quite sure what the relationship between dream time and real time is. The hero explains that you can never remember the beginning of a dream, and that dreams that seem to cover hours may only last a short time. Yes, but you don't know that when you're dreaming. And what if you're inside another man's dream? How does your dream time synch with his? What do you really know?

Cobb (Leonardo DiCaprio) is a corporate raider of the highest order. He infiltrates the minds of other men to steal their ideas. Now he is hired by a powerful billionaire to do the opposite: To introduce an idea into a rival's mind, and do it so well he believes it is his own. This has never been done before; our minds are as alert to foreign ideas as our immune system is to pathogens. The rich man, named Saito (Ken Watanabe), makes him an offer he can't refuse, an offer that would end Cobb's forced exile from home and family.

Dreams have a shifting architecture, as we all know; where we seem to be has a way of shifting. Cobb's assignment is the ""inception"" (or birth, or wellspring) of a new idea in the mind of another young billionaire, Robert Fischer Jr. (Cillian Murphy), heir to his father's empire. Saito wants him to initiate ideas that will lead to the surrender of his rival's corporation. Cobb needs Ariadne to create a deceptive maze-space in Fischer's dreams so that (I think) new thoughts can slip in unperceived. Cobb tutors Ariadne on the world of dream infiltration, the art of controlling dreams and navigating them. Nolan uses this as a device for tutoring us as well. 

If you've seen any advertising at all for the film, you know that its architecture has a way of disregarding gravity. Buildings tilt. Streets coil. Characters float. This is all explained in the narrative. The movie is a perplexing labyrinth without a simple through-line, and is sure to inspire truly endless analysis on the web.

Nolan helps us with an emotional thread. The reason Cobb is motivated to risk the dangers of inception is because of grief and guilt involving his wife Mal (Marion Cotillard), and their two children. Cotillard beautifully embodies the wife in an idealized way. Whether we are seeing Cobb's memories or his dreams is difficult to say--even, literally, in the last shot. But she makes Mal function as an emotional magnet, and the love between the two provides an emotional constant in Cobb's world, which is otherwise ceaselessly shifting.

""Inception"" works for the viewer, in a way, like the world itself worked for Leonard, the hero of ""Memento."" We are always in the Now. We have made some notes while getting Here, but we are not quite sure where Here is. Yet matters of life, death and the heart are involved--oh, and those multi-national corporations, of course."
38,Inception_3.docx,"Freud believed that dreams were compounded out of the primal matter of the unconscious and the prosaic events of daily life. If he were writing now, he would have to acknowledge that they are also, for many of us, made out of movies.

So “Inception” is not necessarily the kind of experience you would take to your next shrink appointment. It is more like a diverting reverie than a primal nightmare, something to be mused over rather than analyzed, something you may forget as soon as it’s over. 

Using a combination of drugs, wires and other vaguely Matrix-y methods, Cobb and his co-workers penetrate the minds of their slumbering targets, usually for the purpose of extracting hidden information. But a wealthy client named Saito (Ken Watanabe) induces them to try the much more difficult trick known as inception, which involves planting an idea someone else’s mind that will bear fruit in the real world.

In any case, Cobb and his team are trying to induce a young man (Cillian Murphy), whose father (Pete Postlethwaite) is a business rival of Saito’s, to break up the company he is about to inherit. This bit of commercial intrigue provides the fairly banal material foundation on which Mr. Nolan’s phantasmagorical world is built. 

Tom Hardy and Joseph Gordon-Levitt are a pair of wisecracking specialists in something-or-another, and Ellen Page is the architect. This means that she designs the physical environments in which the dreams take place, and also that, like a precocious sophomore in a graduate seminar, asks the right questions and spells out the obvious connections.

She also notices that Cobb’s personal issues are clouding his ability to work and putting the rest of them at a vaguely defined but serious risk — a graver danger than just waking up. (The conceit that they’re all dreaming takes some of the edge off the movie’s violence, since it’s hard to grieve for extras who are just “projections” in some else’s mental theater. On the other hand, that is pretty much what all movie characters are. This is what I meant by overdetermined.)

But though there is a lot to see in “Inception,” there is nothing that counts as genuine vision. Mr. Nolan’s idea of the mind is too literal, too logical, too rule-bound to allow the full measure of madness — the risk of real confusion, of delirium, of ineffable ambiguity — that this subject requires. The unconscious, as Freud (and Hitchcock, and a lot of other great filmmakers) knew, is a supremely unruly place, a maze of inadmissible desires, scrambled secrets, jokes and fears. If Mr. Nolan can’t quite reach this place, that may be because his access is blocked by the very medium he deploys with such skill.

And the limitations of “Inception” may suggest the limits not only of this very talented director, but also of his chosen art form at this moment in its history. Our dreams feed the movies. The movies feed our dreams. But somehow, our imaginations are still hungry."
39,Big_Short_3.docx,"One of the strangest elements of Anchorman director Adam McKay’s goofy 2010 comedy The Other Guys was the inclusion of some credit sequence infographics about corporate fraud and capitalist corruption that seemed to have been crowbarred in from another movie. It now transpires that McKay, a Saturday Night Live graduate who is no stranger to political satire, viewed The Other Guys as a slapstick allegory for the recent financial crisis and was working on the movie when he first read Michael Lewis’s nonfiction book The Big Short: Inside the Doomsday Machine, an account of the people who predicted (and profited from) the crash of 2007-8.

Rewriting a Charles Randolph script already commissioned by Brad Pitt’s company, Plan B (Pitt has a cameo as the film’s quasi-counterculture conscience), McKay turns Lewis’s dense source into a blackly catastrophic comedy, a story of greed, venality, incompetence and barefaced corruption in which the good guys are the renegades who see disaster coming and stake their shirts on the apocalypse. Unlike the slick suits and killer sheen of Oliver Stone’s Wall Street, this is a world of chaos and disorder filled with misfits who understand numbers more than people; from Christian Bale’s Michael Burry, a socially awkward heavy-metal enthusiast who dreams up the credit default swaps that enable him to “short” the housing market, to Steve Carell’s bereaved and fractured Mark Baum (a character inspired by the real-life Steve Eisman) who balances moral outrage and repressed self-loathing as he swims with sharks in the cesspool of the financial market.

Some of the finance-speak terminology is hard to follow (few civilians have heard of a collateralised debt obligation and The Big Short makes it clear that even the pros don’t really know what goes into one) so McKay cooks up some kooky celebrity cameos – Selena Gomez at the gambling tables; Margot Robbie in a bubble bath – to explain the plot at key moments, a device that isn’t as amusingly educative as the film-makers imagine.

No matter. The rest of the unfolding tragicomic drama is utterly engrossing, blending the insight of JC Chandor’s 2011 gem Margin Call with the satirical bite of Po Bronson’s prophetic 1995 novel, Bombardiers. By coincidence, The Big Short opens in UK cinemas just as Ramin Bahrani’s 99 Homes, a powerful account of the human cost of the housing crash, comes to DVD. Together, the two films make a riveting (and horrifying) double bill."
40,Interstellar_2.docx,"Off to the Stars, With Grief, Dread and Regret



Like the great space epics of the past, Christopher Nolan’s “Interstellar” distills terrestrial anxieties and aspirations into a potent pop parable, a mirror of the mood down here on Earth.  “Interstellar,” full of visual dazzle, thematic ambition, geek bait and corn (including the literal kind), is a sweeping, futuristic adventure driven by grief, dread and regret.



What our planet and species need saving from is a slow-motion environmental catastrophe. We are in a rural stretch of North America, a land of battered pickup trucks, dusty bluejeans and wind-burned farmers scanning the horizon for signs of a storm. 



The head of the family in question is Cooper (Matthew McConaughey), a widower who lives with his two children and his father-in-law (John Lithgow). Once a NASA pilot, Cooper now grows corn, the only thing that will grow after a blight has wiped out most of the planet’s other crops. The human population has shrunk to a desperate remnant, but the survivors cling to the habits and rituals of normal life. The blight is spreading, the dust storms are growing worse, and the sense of an ending is palpable.



The Nolans cleverly conflate scientific denialism with technophobia, imagining a fatalistic society that has traded large ambition for small-scale problem solving and ultimate resignation. As it celebrates the resistance to extinction — taking as its touchstone Dylan Thomas’s famous villanelle “Do Not Go Gentle Into That Good Night,” with its repeated invocation of “rage against the dying of the light” — “Interstellar” becomes an allegory of its own aspirations, an argument for grandeur, scale and risk, on screen and off.



The Nolans are fond of doubled characters and mirrored plots, and so “Interstellar” is built around twinned father-daughter stories. Among Cooper’s colleagues on board the spaceship is Dr. Brand (Anne Hathaway), whose father, also called Dr. Brand (Michael Caine), has developed the theories behind their quest. He and Murph remain on the ground, crunching the numbers and growing older in the usual earthly way, while Cooper and the younger Brand, thanks to relativity, stay pretty much the same age.  The two pairs of daughters and dads perform variations on the theme of paternal and filial love, finding delicate and moving passages of loyalty, rebellion, disillusionment and acceptance.



Of course, the film is more than that. It is in the nature of science fiction to aspire to more, to ascend fearlessly toward the sublime. You could think of “Interstellar,” which has a lot to say about gravity, as the anti-""Gravity.” That movie, which would fit inside this one twice, stripped away the usual sci-fi metaphysics, presenting space travel as an occasion for quiet wonder and noisy crisis management. Mr. Nolan takes the universe and eternity itself as his subject and his canvas, brilliantly exploiting cinema’s ability to shift backward and sideways in time (through flashbacks and cross cuts), even as it moves relentlessly forward.



But “Gravity” and “Interstellar” are both ultimately about the longing for home, about voyages into the unknown that become odysseys of return. And “Interstellar” may take its place in the pantheon of space movies because it answers an acute earthly need, a desire not only for adventure and novelty but also, in the end, for comfort."
41,War_Games_1.docx,"War Games: The Dead Code Is a direct-to-DVD sequel to the cult film about a hacked governmental computer and a near nuclear apocalypse. This time around, expert gamer and computer whiz Will Farmer stumbles upon the ultimate online frag-fest, ""The Dead Code"", a video game in which players rack up points by annihilating American civilians. Little does Will know that the game is actually part of an NSA A.I. designed to weed out potential terrorists. The film is directed by Stuart Gillard and the screenplay is written by Randall Badat. While I'm not sure I'd call this movie one of the worst of all times, I'd place it on the level of another really bad sequel - Lawnmower Man 2. Both dealt with hackers and played fast and loose with what scientific accuracy or plausibility on any scale and both are quite atrocious. I know, I know. That's an odd comparison, but honestly, what else could this movie be compared to? It's watchable, sure, but you'll find yourself laughing through most of the supposedly tense scenes, and the scenes that aren't tense/laughable? You'll be bored to tears. Matt Lanter plays Will Farmer and sad to say, the guy has talent. He's still learning for sure, but he seems comfortable enough in front of the camera, and even manages to keep from cracking up while he struggles through the terribly lame dialogue, but this film may very well kill his up-and-coming career while still in the womb. All of the other actors are disposable, and you'll find similar performances in your school play. The premise of the film is the government's ""R.I.P.LE.Y."" program (an acronym for something I don't care to recall) and how Will gets flagged for his gaming skills combined with his accidental usage of terror-funded money to play. While there are true ways in which potential terror threats are flagged in real life, it's completely unfeasible that someone's ability to fly a CG missile through a video game would make everyone on capital hill immediately lock in on him. What's worse is that apparently all the terrorists are doing it, as evidenced by the opening scene of several young and sexy teenagers being nuked because the R.I.P.L.E.Y. system flagged them from playing ""The Dead Code"". The idea that people planning to commit acts of terror would all flock to the newest and hippest online game to hone their evil skills is a leap of faith too far for an intelligent viewer to make. ""Well aren't they flagging the people because of the terror-money they're using to play?"" you ask? If that's so, then whats the point of analyzing their scores and watching their progress in the game?! On top of all that, apparently Uncle Sam likes to telegraph that it's coming to get you by sending creepy messages to your phone and constantly restarting the game. What serious terrorist would sit idly by and assume it was all a trick? And another thing, how come apparently everyone at Will's school is a computer genius? Not every average high school girl can plant hacker-traps on their facebook. Apparently it's commonplace though, as Will's dumbass best friend thinks its all quite elementary. I better stop now. I admit that I've lingered too long on the general conceit of the film and not so much the film itself, but that's enough. The movie does not work. Period. Whatever charm the original film had is shamed by this low-budget cash-in."
42,Matrix_3.docx,"AB

Document 3

Title: Artificial Intelligence: What Is The Matrix?

Authors: Kevin O'Marah

Source/Date: Forbes, Jan 6, 2016

URL:https://www.forbes.com/sites/kevinomarah/2016/01/06/artificial-intelligence-what-is-the-matrix/#5191dbcd2cc4

Document 3



Horror or paradise?  That was the question.

For those who see the trajectory of our modern global supply chain and the separate, but intertwined vector coming clear in the world of pure information this dystopic future is starting to look possible. The threat comes from Artificial Intelligence, meaning machines that learn.

Information technology is rapidly merging with operational technology (OT) as software originally intended to ease reporting and decision making for supply chain managers starts to connect directly to property, plant and equipment.  Cool ideas about the Industrial Internet of Things promise new profit streams from capital equipment and better environmental performance for existing infrastructure.

Faster still is the consumer-driven marriage of IT and OT that is happening on Apple , Microsoft and Android devices all around the world.  Integration is easy – usually just a download away – and the heaviest users who are all young have initiated an explosion of demand data that consumer goods makers and retailers crave.

Whether the focus is demand or supply, and in terms of better sensing, decision making or responding digitization is changing the supply chain management discipline.  In the near term most executives are facing technology investment decisions ranging from advanced robotics in plants and DC’s to big data projects bolted on to forecasting systems.  In the longer term however, the cumulative impact and value of such investments absolutely depends on having a compelling vision of what the digitized supply chain is.

The grim end game of the Matrix embodies everything we dread most about artificial intelligence.  Humans, sated physically and lazy enough intellectually to accept the rules of our collective virtual world, cease to create.  Stripped of the need to meet a challenge we abdicate our duty to learn.  The game becomes static and we lose, perpetually.

Our path to the technology enabled end-to-end digital supply chain must avoid over reliance on automation, and in particular, selectively make bets on artificial intelligence.  However effectively algorithms might handle order commitments or production planning human judgement cannot be left out of the process.  Executives and practitioners who understand the optimization algorithms they use can learn by doing and rise with the tide of a faster, smarter supply chain.  Everyone else will be out of a job.

Automation will permeate all corners of demand sense and respond as well as supply visibility and execution.  Its limit however, can and should be the humble, but vital decision making realm of S&OP.

Digitization will inevitably deliver more precise and timely information to S&OP.  Winners will be those who can use it to make more money for the business.  Leaders will be those who know what additional information is worth investing in to make still better decisions the next time.

We are building the Matrix right now.  It is essential that we stay on top of what it can do for us."
43,Irishman_1.docx,"Martin Scorsese’s return to organized crime takes place over roughly 50 years in the life of Frank Sheeran (Robert De Niro), a real-life hitman whose exploits powered Charles Brandt’s non-fiction book I Heard You Paint Houses.



The Irishman introduces Frank as a delivery-truck driver who engages in meat theft and gets away with it. He soon falls in with the Bufalino crime family, becoming close with Russell (Joe Pesci) and later influential union leader Jimmy Hoffa (Al Pacino). Frank shoots plenty of people in the head, but he spends just as much time smoothing over little beefs, parsing the hidden meanings of a mobster confiding that he’s “a little concerned” about another mobster’s failure to fall in line.



The retro clunkiness of these characters, well past their physical primes, is key to what makes The Irishman often surprisingly hilarious. The tough guys — especially Pacino’s volatile Hoffa — bicker over punctuality, offer each other cereal, drink ginger ale. De Niro and Pacino share a hotel room wearing grandpa pajamas.



Pacino is delightful in his role, reconciling his preening showboating with his ability to go quiet and seething. Pesci, meanwhile, inverts his violent-hothead characters from Goodfellas and Casino. He’s the even-keeled higher-up who evaluates the situation and issues his orders, still calling De Niro “kid” after decades together. It’s an impressive, imposing bit of restraint.



The De Niro performance will probably strike some Scorsese habitués as boilerplate. But as The Irishman goes on and on, wonderfully entertaining but not concise, his work gathers power. The movie barely covers the growth of Frank’s family. It’s no accident that Frank’s closest relationships are with fellow gangsters. He may not revel in violence, but he’s at home in that world, more so than in the domestic sphere.



All of Scorsese’s violent movies reckon with the consequences of their violence, but The Irishman is particularly interesting in the way it follows Frank as he ages. Frank lives with what he does yet seems fully unequipped to grapple with it. The movie is chilling not because De Niro plays Frank as an icy, remorseless killer, but because he’s an affable company man, proud of his union appreciation dinner, and he also happens to kill without remorse.



Scorsese has often regarded his gangster characters with a mixture of fascination and repulsion, and they’ve never looked less glamorous than they do here. The major players of The Irishman weave in and out of ’60s and ’70s American history. Yet most of them, particularly Frank, seem to be living for their pointless, petty work, fighting a losing battle against the clock. In many ways, this is an Old Man movie — a slower late-period work by a filmmaker ruminating on his advancing age, and on the beloved classics he made as a younger guy. But it’s Scorsese’s version: pulsing with more life than most younger filmmakers, before giving way to stark, chilling regret."
